# From roughly 16:30 26 Jan 2014 to 08:30 27 Jan 2014
# Sensor 1 is onboard-temperature
# Sensor 2 is external thermistor temperature in water
# Sensor 3 is garbage
# 
# time         sensor    value
24423          2         285.9630
24429          1         -43.7930
24429          3         303.9450
24429          2         285.9460
24435          1         -43.5800
24435          3         303.9530
24435          2         285.9620
24441          1         -43.5440
24441          3         303.9200
24441          2         285.9650
24447          1         -43.7400
24447          3         303.9400
24447          2         285.9600
24453          1         -44.0960
24453          3         303.9450
24453          2         285.9650
24459          1         -43.8290
24459          3         303.9110
24459          2         285.9690
24465          1         -43.4020
24465          3         303.9560
24465          2         285.9600
24471          1         -43.4020
24471          3         303.9600
24471          2         285.9620
24477          1         -43.4550
24477          3         303.9210
24477          2         285.9630
24483          1         -43.5800
24483          3         303.9540
24483          2         285.9750
24489          1         -43.3310
24489          3         303.9340
24489          2         285.9620
24495          1         -43.5440
24495          3         303.9580
24495          2         285.9640
24501          1         -43.4550
24501          3         303.9330
24501          2         285.9640
24507          1         -43.2770
24507          3         303.9690
24507          2         285.9720
24513          1         -43.3660
24513          3         303.9270
24513          2         285.9690
24519          1         -43.5440
24519          3         303.9720
24519          2         285.9730
24525          1         -43.4910
24525          3         303.9440
24525          2         285.9690
24531          1         -43.3310
24531          3         303.9320
24531          2         285.9620
24537          1         -43.3660
24537          3         303.9170
24537          2         285.9790
24543          1         -42.8500
24543          3         303.8840
24543          2         285.9640
24549          1         -43.6150
24549          3         303.9080
24549          2         285.9690
24555          1         -43.5800
24555          3         303.9320
24555          2         285.9690
24561          1         -43.3310
24561          3         303.9220
24561          2         285.9640
24567          1         -43.4550
24567          3         303.9380
24567          2         285.9610
24573          1         -43.7040
24573          3         303.9660
24573          2         285.9770
24579          1         -43.9530
24579          3         303.8950
24579          2         285.9580
24585          1         -43.7040
24585          3         303.9290
24585          2         285.9640
24591          1         -43.1530
24591          3         303.9410
24591          2         285.9630
24597          1         -43.7040
24597          3         303.9210
24597          2         285.9660
24603          1         -43.8290
24603          3         303.9220
24603          2         285.9760
24609          1         -43.6150
24609          3         303.9320
24609          2         285.9690
24615          1         -43.3660
24615          3         303.8960
24615          2         285.9520
24621          1         -43.0280
24621          3         303.9160
24621          2         285.9620
24627          1         -43.4550
24627          3         303.8890
24627          2         285.9640
24633          1         -43.4550
24633          3         303.8930
24633          2         285.9710
24639          1         -43.4020
24639          3         303.8830
24639          2         285.9620
24645          1         -43.7400
24645          3         303.8790
24645          2         285.9690
24651          1         -43.7040
24651          3         303.9140
24651          2         285.9610
24657          1         -43.7040
24657          3         303.9200
24657          2         285.9600
24663          1         -43.1880
24663          3         303.9080
24663          2         285.9700
24669          1         -43.6690
24669          3         303.8890
24669          2         285.9620
24675          1         -43.5440
24675          3         303.9080
24675          2         285.9570
24681          1         -43.5440
24681          3         303.9020
24681          2         285.9620
24687          1         -43.6150
24687          3         303.9240
24687          2         285.9450
24693          1         -43.4910
24693          3         303.9380
24693          2         285.9590
24699          1         -43.3660
24699          3         303.9260
24699          2         285.9580
24705          1         -43.3310
24705          3         303.9210
24705          2         285.9690
24711          1         -43.5800
24711          3         303.9030
24711          2         285.9600
24717          1         -43.9180
24717          3         303.9180
24717          2         285.9570
24723          1         -43.2770
24723          3         303.9220
24723          2         285.9570
24729          1         -43.5800
24729          3         303.9180
24729          2         285.9430
24735          1         -43.3660
24735          3         303.9240
24735          2         285.9620
24741          1         -43.7040
24741          3         303.9190
24741          2         285.9620
24747          1         -43.5440
24747          3         303.9290
24747          2         285.9630
24753          1         -43.6150
24753          3         303.9240
24753          2         285.9550
24759          1         -43.9180
24759          3         303.9140
24759          2         285.9620
24765          1         -43.7930
24765          3         303.9150
24765          2         285.9640
24771          1         -43.7400
24771          3         303.9030
24771          2         285.9650
24777          1         -43.6150
24777          3         303.9330
24777          2         285.9440
24783          1         -43.6690
24783          3         303.9170
24783          2         285.9550
24789          1         -43.7930
24789          3         303.9290
24789          2         285.9640
24795          1         -43.4020
24795          3         303.9250
24795          2         285.9580
24801          1         -43.5440
24801          3         303.9060
24801          2         285.9640
24807          1         -43.5440
24807          3         303.9470
24807          2         285.9710
24813          1         -43.3310
24813          3         303.9150
24813          2         285.9630
24819          1         -43.7930
24819          3         303.9230
24819          2         285.9720
24825          1         -43.4910
24825          3         303.9170
24825          2         285.9480
24831          1         -43.3310
24831          3         303.9260
24831          2         285.9690
24837          1         -43.8820
24837          3         303.9510
24837          2         285.9660
24843          1         -43.7400
24843          3         303.9060
24843          2         285.9620
24849          1         -43.7040
24849          3         303.9030
24849          2         285.9600
24855          1         -43.8820
24855          3         303.9340
24855          2         285.9590
24861          1         -43.6150
24861          3         303.9180
24861          2         285.9740
24867          1         -43.4910
24867          3         303.9160
24867          2         285.9590
24873          1         -43.6690
24873          3         303.9440
24873          2         285.9640
24879          1         -43.8820
24879          3         303.9020
24879          2         285.9710
24885          1         -43.8290
24885          3         303.9080
24885          2         285.9700
24891          1         -43.6690
24891          3         303.9350
24891          2         285.9500
24897          1         -43.4910
24897          3         303.9440
24897          2         285.9630
24903          1         -43.9180
24903          3         303.9280
24903          2         285.9640
24909          1         -43.6150
24909          3         303.9280
24909          2         285.9590
24915          1         -43.4020
24915          3         303.9480
24915          2         285.9560
24921          1         -43.6690
24921          3         303.9450
24921          2         285.9620
24927          1         -43.7400
24927          3         303.9240
24927          2         285.9640
24933          1         -43.8820
24933          3         303.9380
24933          2         285.9590
24939          1         -43.8820
24939          3         303.9260
24939          2         285.9520
24945          1         -43.9180
24945          3         303.9050
24945          2         285.9590
24951          1         -43.8290
24951          3         303.9160
24951          2         285.9560
24957          1         -44.0070
24957          3         303.9190
24957          2         285.9600
24963          1         -43.9530
24963          3         303.9320
24963          2         285.9620
24969          1         -43.3660
24969          3         303.9310
24969          2         285.9560
24975          1         -44.0070
24975          3         303.9210
24975          2         285.9590
24981          1         -43.8820
24981          3         303.9330
24981          2         285.9590
24987          1         -43.9530
24987          3         303.9130
24987          2         285.9670
24993          1         -44.0420
24993          3         303.9420
24993          2         285.9590
24999          1         -43.5800
24999          3         303.9340
24999          2         285.9560
25005          1         -43.9180
25005          3         303.9080
25005          2         285.9590
25011          1         -43.8290
25011          3         303.9140
25011          2         285.9690
25017          1         -43.8820
25017          3         303.9570
25017          2         285.9560
25023          1         -43.4550
25023          3         303.9250
25023          2         285.9560
25029          1         -43.9180
25029          3         303.9480
25029          2         285.9640
25035          1         -43.8290
25035          3         303.9170
25035          2         285.9560
25041          1         -44.1670
25041          3         303.9300
25041          2         285.9600
25047          1         -44.0070
25047          3         303.9350
25047          2         285.9640
25053          1         -43.8290
25053          3         303.9370
25053          2         285.9590
25059          1         -44.0960
25059          3         303.9430
25059          2         285.9580
25065          1         -44.1670
25065          3         303.9430
25065          2         285.9680
25071          1         -43.7040
25071          3         303.9310
25071          2         285.9580
25077          1         -44.0960
25077          3         303.9430
25077          2         285.9620
25083          1         -43.9180
25083          3         303.9210
25083          2         285.9510
25089          1         -44.2560
25089          3         303.9210
25089          2         285.9510
25095          1         -44.2200
25095          3         303.9110
25095          2         285.9690
25101          1         -44.0420
25101          3         303.9210
25101          2         285.9530
25107          1         -43.7930
25107          3         303.9170
25107          2         285.9660
25113          1         -44.2200
25113          3         303.9110
25113          2         285.9600
25119          1         -43.8820
25119          3         303.9230
25119          2         285.9530
25125          1         -44.0070
25125          3         303.9280
25125          2         285.9580
25131          1         -44.0070
25131          3         303.9210
25131          2         285.9440
25137          1         -43.5440
25137          3         303.9290
25137          2         285.9690
25143          1         -44.2200
25143          3         303.9220
25143          2         285.9700
25149          1         -43.8290
25149          3         303.9380
25149          2         285.9700
25155          1         -43.8820
25155          3         303.9120
25155          2         285.9600
25161          1         -43.7040
25161          3         303.9480
25161          2         285.9690
25167          1         -43.8290
25167          3         303.9200
25167          2         285.9640
25173          1         -43.9530
25173          3         303.9260
25173          2         285.9530
25179          1         -43.2420
25179          3         303.9190
25179          2         285.9630
25185          1         -44.1670
25185          3         303.9290
25185          2         285.9510
25191          1         -44.0960
25191          3         303.9290
25191          2         285.9670
25197          1         -43.7400
25197          3         303.9370
25197          2         285.9650
25203          1         -44.2200
25203          3         303.9070
25203          2         285.9620
25209          1         -43.8820
25209          3         303.9410
25209          2         285.9580
25215          1         -44.0420
25215          3         303.9250
25215          2         285.9570
25221          1         -43.9530
25221          3         303.9250
25221          2         285.9710
25227          1         -43.4910
25227          3         303.9190
25227          2         285.9690
25233          1         -43.9530
25233          3         303.9450
25233          2         285.9610
25239          1         -44.3450
25239          3         303.9360
25239          2         285.9490
25245          1         -44.1670
25245          3         303.9130
25245          2         285.9590
25251          1         -44.0960
25251          3         303.9160
25251          2         285.9570
25257          1         -43.5440
25257          3         303.9400
25257          2         285.9610
25263          1         -44.2560
25263          3         303.9390
25263          2         285.9600
25269          1         -44.5050
25269          3         303.9320
25269          2         285.9620
25275          1         -44.1310
25275          3         303.9350
25275          2         285.9600
25281          1         -44.0960
25281          3         303.9170
25281          2         285.9640
25287          1         -44.0960
25287          3         303.8660
25287          2         285.9510
25293          1         -44.1670
25293          3         303.9430
25293          2         285.9640
25299          1         -43.9530
25299          3         303.9170
25299          2         285.9640
25305          1         -44.0420
25305          3         303.9160
25305          2         285.9660
25311          1         -43.7040
25311          3         303.9260
25311          2         285.9570
25317          1         -44.1310
25317          3         303.9210
25317          2         285.9570
25323          1         -43.8820
25323          3         303.9050
25323          2         285.9570
25329          1         -44.4340
25329          3         303.9350
25329          2         285.9620
25335          1         -44.0960
25335          3         303.9360
25335          2         285.9510
25341          1         -44.1310
25341          3         303.9360
25341          2         285.9650
25347          1         -44.5580
25347          3         303.8930
25347          2         285.9590
25353          1         -44.0070
25353          3         303.8900
25353          2         285.9600
25359          1         -44.2910
25359          3         303.9120
25359          2         285.9640
25365          1         -44.0420
25365          3         303.9150
25365          2         285.9630
25371          1         -44.0070
25371          3         303.9330
25371          2         285.9570
25377          1         -43.7400
25377          3         303.9110
25377          2         285.9630
25383          1         -44.0420
25383          3         303.9230
25383          2         285.9610
25389          1         -43.9530
25389          3         303.9410
25389          2         285.9480
25395          1         -44.2200
25395          3         303.9380
25395          2         285.9460
25401          1         -44.2200
25401          3         303.9280
25401          2         285.9580
25407          1         -44.2560
25407          3         303.9260
25407          2         285.9560
25413          1         -44.5050
25413          3         303.9260
25413          2         285.9620
25419          1         -44.1310
25419          3         303.9320
25419          2         285.9460
25425          1         -44.2910
25425          3         303.9140
25425          2         285.9510
25431          1         -44.2560
25431          3         303.9230
25431          2         285.9560
25437          1         -44.0420
25437          3         303.9200
25437          2         285.9560
25443          1         -43.8290
25443          3         303.9260
25443          2         285.9630
25449          1         -44.0070
25449          3         303.8970
25449          2         285.9530
25455          1         -44.3450
25455          3         303.9140
25455          2         285.9580
25461          1         -44.2200
25461          3         303.9090
25461          2         285.9590
25467          1         -44.1310
25467          3         303.9230
25467          2         285.9520
25473          1         -44.2910
25473          3         303.9170
25473          2         285.9620
25479          1         -44.5580
25479          3         303.8890
25479          2         285.9570
25485          1         -43.8290
25485          3         303.9290
25485          2         285.9570
25491          1         -44.3450
25491          3         303.8820
25491          2         285.9580
25497          1         -44.2560
25497          3         303.9260
25497          2         285.9640
25503          1         -44.2200
25503          3         303.9540
25503          2         285.9590
25509          1         -44.2200
25509          3         303.8850
25509          2         285.9570
25515          1         -44.1310
25515          3         303.9520
25515          2         285.9690
25521          1         -44.5580
25521          3         303.9540
25521          2         285.9590
25527          1         -44.5050
25527          3         303.9310
25527          2         285.9570
25533          1         -44.1310
25533          3         303.9710
25533          2         285.9450
25539          1         -44.2910
25539          3         303.9360
25539          2         285.9510
25545          1         -44.5580
25545          3         303.9540
25545          2         285.9560
25551          1         -44.8070
25551          3         303.9560
25551          2         285.9600
25557          1         -44.4690
25557          3         303.9230
25557          2         285.9540
25563          1         -44.2200
25563          3         303.9620
25563          2         285.9480
25569          1         -44.4690
25569          3         303.9430
25569          2         285.9600
25575          1         -44.1310
25575          3         303.9520
25575          2         285.9560
25581          1         -44.2200
25581          3         303.9690
25581          2         285.9590
25587          1         -44.5580
25587          3         303.9520
25587          2         285.9540
25593          1         -44.6830
25593          3         303.9540
25593          2         285.9550
25599          1         -44.7180
25599          3         303.9890
25599          2         285.9640
25605          1         -44.4340
25605          3         303.9630
25605          2         285.9560
25611          1         -44.4340
25611          3         303.9720
25611          2         285.9430
25617          1         -44.4690
25617          3         303.9770
25617          2         285.9530
25623          1         -44.3800
25623          3         303.9790
25623          2         285.9520
25629          1         -44.3800
25629          3         303.9610
25629          2         285.9590
25635          1         -44.2910
25635          3         303.9890
25635          2         285.9470
25641          1         -44.6830
25641          3         303.9810
25641          2         285.9580
25647          1         -44.5940
25647          3         303.9560
25647          2         285.9600
25653          1         -44.7720
25653          3         303.9690
25653          2         285.9580
25659          1         -44.8070
25659          3         303.9830
25659          2         285.9530
25665          1         -44.2200
25665          3         303.9760
25665          2         285.9590
25671          1         -44.3450
25671          3         303.9690
25671          2         285.9630
25677          1         -44.5580
25677          3         303.9730
25677          2         285.9560
25683          1         -44.4690
25683          3         303.9440
25683          2         285.9500
25689          1         -44.5580
25689          3         303.9970
25689          2         285.9560
25695          1         -45.2350
25695          3         303.9630
25695          2         285.9720
25701          1         -44.2200
25701          3         303.9670
25701          2         285.9600
25707          1         -44.8070
25707          3         303.9220
25707          2         285.9560
25713          1         -44.6830
25713          3         303.9260
25713          2         285.9620
25719          1         -44.5940
25719          3         303.9540
25719          2         285.9550
25725          1         -44.4690
25725          3         303.9450
25725          2         285.9610
25731          1         -44.8070
25731          3         303.9760
25731          2         285.9700
25737          1         -44.9850
25737          3         303.8940
25737          2         285.9710
25743          1         -44.3450
25743          3         303.9360
25743          2         285.9590
25749          1         -44.3800
25749          3         303.9470
25749          2         285.9620
25755          1         -44.3800
25755          3         303.9340
25755          2         285.9640
25761          1         -44.0070
25761          3         303.9190
25761          2         285.9660
25767          1         -44.6470
25767          3         303.9600
25767          2         285.9710
25773          1         -44.4340
25773          3         303.9700
25773          2         285.9560
25779          1         -45.1100
25779          3         303.9450
25779          2         285.9630
25785          1         -44.8430
25785          3         303.9500
25785          2         285.9560
25791          1         -44.4690
25791          3         303.9690
25791          2         285.9530
25797          1         -44.4690
25797          3         303.9450
25797          2         285.9570
25803          1         -44.5580
25803          3         303.9680
25803          2         285.9460
25809          1         -44.5580
25809          3         303.9630
25809          2         285.9610
25815          1         -44.5940
25815          3         303.9560
25815          2         285.9570
25821          1         -44.8960
25821          3         303.9780
25821          2         285.9640
25827          1         -44.5940
25827          3         304.0050
25827          2         285.9560
25833          1         -44.9320
25833          3         303.9930
25833          2         285.9550
25839          1         -44.3800
25839          3         303.9760
25839          2         285.9640
25845          1         -44.6830
25845          3         303.9550
25845          2         285.9570
25851          1         -45.5730
25851          3         303.9480
25851          2         285.9570
25857          1         -44.2910
25857          3         303.9720
25857          2         285.9630
25863          1         -44.6470
25863          3         303.9750
25863          2         285.9690
25869          1         -44.9320
25869          3         303.9510
25869          2         285.9600
25875          1         -45.2350
25875          3         303.9430
25875          2         285.9600
25881          1         -45.0210
25881          3         303.9650
25881          2         285.9620
25887          1         -44.7720
25887          3         303.9770
25887          2         285.9620
25893          1         -44.7180
25893          3         303.9540
25893          2         285.9570
25899          1         -45.2350
25899          3         303.9480
25899          2         285.9650
25905          1         -44.5940
25905          3         303.9560
25905          2         285.9590
25911          1         -44.5940
25911          3         303.9540
25911          2         285.9670
25917          1         -44.7180
25917          3         303.9690
25917          2         285.9620
25923          1         -44.6830
25923          3         303.9590
25923          2         285.9660
25929          1         -44.2200
25929          3         303.9340
25929          2         285.9690
25935          1         -44.7720
25935          3         303.9720
25935          2         285.9560
25941          1         -44.3450
25941          3         303.9540
25941          2         285.9510
25947          1         -44.8070
25947          3         303.9540
25947          2         285.9600
25953          1         -44.5050
25953          3         303.9630
25953          2         285.9640
25959          1         -45.1460
25959          3         303.9260
25959          2         285.9580
25965          1         -44.5580
25965          3         303.9540
25965          2         285.9640
25971          1         -44.8070
25971          3         303.9260
25971          2         285.9640
25977          1         -44.8960
25977          3         303.9520
25977          2         285.9670
25983          1         -44.5940
25983          3         303.9430
25983          2         285.9620
25989          1         -44.8430
25989          3         303.9720
25989          2         285.9620
25995          1         -44.6470
25995          3         303.9670
25995          2         285.9480
26001          1         -45.2700
26001          3         303.9630
26001          2         285.9690
26007          1         -44.8960
26007          3         303.9430
26007          2         285.9770
26013          1         -44.2560
26013          3         303.9430
26013          2         285.9560
26019          1         -45.1990
26019          3         303.9420
26019          2         285.9660
26025          1         -44.9850
26025          3         303.9710
26025          2         285.9660
26031          1         -44.7180
26031          3         303.9360
26031          2         285.9490
26037          1         -45.1460
26037          3         303.9100
26037          2         285.9550
26043          1         -44.9320
26043          3         303.9290
26043          2         285.9750
26049          1         -44.5050
26049          3         303.9320
26049          2         285.9510
26055          1         -45.1990
26055          3         303.9570
26055          2         285.9820
26061          1         -44.4690
26061          3         303.9410
26061          2         285.9640
26067          1         -45.1100
26067          3         303.9220
26067          2         285.9630
26073          1         -44.8430
26073          3         303.9150
26073          2         285.9610
26079          1         -44.5580
26079          3         303.9220
26079          2         285.9560
26085          1         -44.2910
26085          3         303.9090
26085          2         285.9610
26091          1         -44.9320
26091          3         303.9440
26091          2         285.9640
26097          1         -45.1100
26097          3         303.9260
26097          2         285.9550
26103          1         -44.7720
26103          3         303.9520
26103          2         285.9690
26109          1         -44.6830
26109          3         303.9770
26109          2         285.9620
26115          1         -45.0570
26115          3         303.9610
26115          2         285.9640
26121          1         -45.2350
26121          3         303.9290
26121          2         285.9560
26127          1         -45.0210
26127          3         303.9420
26127          2         285.9560
26133          1         -45.2700
26133          3         303.9500
26133          2         285.9620
26139          1         -44.8070
26139          3         303.9770
26139          2         285.9610
26145          1         -45.0570
26145          3         303.9260
26145          2         285.9660
26151          1         -44.8070
26151          3         303.9800
26151          2         285.9690
26157          1         -44.9320
26157          3         303.9520
26157          2         285.9510
26163          1         -45.1100
26163          3         303.9580
26163          2         285.9500
26169          1         -45.1460
26169          3         303.9650
26169          2         285.9620
26175          1         -45.0570
26175          3         303.9590
26175          2         285.9620
26181          1         -45.0570
26181          3         303.9660
26181          2         285.9560
26187          1         -45.3240
26187          3         303.9610
26187          2         285.9570
26193          1         -44.9850
26193          3         303.9430
26193          2         285.9650
26199          1         -44.9850
26199          3         303.9660
26199          2         285.9620
26205          1         -44.8960
26205          3         303.9520
26205          2         285.9640
26211          1         -45.0210
26211          3         303.9310
26211          2         285.9590
26217          1         -45.2350
26217          3         303.9530
26217          2         285.9690
26223          1         -45.2350
26223          3         303.8990
26223          2         285.9590
26229          1         -44.9850
26229          3         303.9350
26229          2         285.9640
26235          1         -44.9320
26235          3         303.9340
26235          2         285.9640
26241          1         -45.0570
26241          3         303.9300
26241          2         285.9650
26247          1         -45.0570
26247          3         303.9140
26247          2         285.9690
26253          1         -44.8960
26253          3         303.9380
26253          2         285.9560
26259          1         -45.1990
26259          3         303.9560
26259          2         285.9560
26265          1         -44.6830
26265          3         303.9790
26265          2         285.9640
26271          1         -45.0210
26271          3         303.9580
26271          2         285.9610
26277          1         -44.8960
26277          3         303.9550
26277          2         285.9540
26283          1         -45.1100
26283          3         303.9200
26283          2         285.9560
26289          1         -44.9320
26289          3         303.9170
26289          2         285.9590
26295          1         -45.5730
26295          3         303.9260
26295          2         285.9600
26301          1         -45.0210
26301          3         303.9350
26301          2         285.9640
26307          1         -45.2350
26307          3         303.9130
26307          2         285.9480
26313          1         -45.2350
26313          3         303.9020
26313          2         285.9620
26319          1         -45.0570
26319          3         303.9140
26319          2         285.9520
26325          1         -45.1460
26325          3         303.9260
26325          2         285.9560
26331          1         -45.2350
26331          3         303.9350
26331          2         285.9560
26337          1         -45.6080
26337          3         303.8910
26337          2         285.9610
26343          1         -44.3800
26343          3         303.9140
26343          2         285.9650
26349          1         -45.0570
26349          3         303.9040
26349          2         285.9640
26355          1         -45.1100
26355          3         303.9430
26355          2         285.9640
26361          1         -45.0210
26361          3         303.9470
26361          2         285.9620
26367          1         -45.0570
26367          3         303.9230
26367          2         285.9450
26373          1         -44.8070
26373          3         303.9360
26373          2         285.9480
26379          1         -45.2350
26379          3         303.9700
26379          2         285.9550
26385          1         -44.8430
26385          3         303.9430
26385          2         285.9560
26391          1         -45.1990
26391          3         303.9540
26391          2         285.9620
26397          1         -45.3950
26397          3         303.9590
26397          2         285.9620
26403          1         -45.1990
26403          3         303.9630
26403          2         285.9460
26409          1         -45.2350
26409          3         303.9380
26409          2         285.9540
26415          1         -45.4480
26415          3         303.9240
26415          2         285.9510
26421          1         -45.4480
26421          3         303.9030
26421          2         285.9540
26427          1         -44.8070
26427          3         303.9470
26427          2         285.9390
26433          1         -45.6620
26433          3         303.9310
26433          2         285.9560
26439          1         -45.2350
26439          3         303.9380
26439          2         285.9640
26445          1         -45.2350
26445          3         303.9590
26445          2         285.9550
26451          1         -44.9850
26451          3         303.9840
26451          2         285.9590
26457          1         -45.0570
26457          3         303.9700
26457          2         285.9600
26463          1         -45.3590
26463          3         303.9630
26463          2         285.9620
26469          1         -45.1100
26469          3         303.9670
26469          2         285.9620
26475          1         -45.1100
26475          3         303.9520
26475          2         285.9600
26481          1         -44.8960
26481          3         303.9710
26481          2         285.9550
26487          1         -45.2350
26487          3         303.9750
26487          2         285.9640
26493          1         -45.1990
26493          3         303.9910
26493          2         285.9500
26499          1         -45.1990
26499          3         303.9740
26499          2         285.9640
26505          1         -45.2350
26505          3         303.9810
26505          2         285.9620
26511          1         -46.0890
26511          3         303.9910
26511          2         285.9570
26517          1         -45.0570
26517          3         303.9660
26517          2         285.9620
26523          1         -45.1100
26523          3         303.9810
26523          2         285.9640
26529          1         -45.0570
26529          3         303.9560
26529          2         285.9650
26535          1         -45.2350
26535          3         303.9790
26535          2         285.9620
26541          1         -45.4840
26541          3         303.9850
26541          2         285.9620
26547          1         -44.7720
26547          3         303.9990
26547          2         285.9630
26553          1         -45.4840
26553          3         304.0060
26553          2         285.9550
26559          1         -45.2350
26559          3         303.9870
26559          2         285.9640
26565          1         -44.9320
26565          3         303.9650
26565          2         285.9640
26571          1         -45.2350
26571          3         304.0000
26571          2         285.9720
26577          1         -45.2350
26577          3         303.9950
26577          2         285.9600
26583          1         -45.0570
26583          3         303.9700
26583          2         285.9550
26589          1         -45.1460
26589          3         303.9800
26589          2         285.9520
26595          1         -45.3950
26595          3         303.9990
26595          2         285.9630
26601          1         -45.2350
26601          3         304.0090
26601          2         285.9560
26607          1         -45.1460
26607          3         303.9940
26607          2         285.9570
26613          1         -45.4480
26613          3         304.0010
26613          2         285.9580
26619          1         -45.1460
26619          3         303.9900
26619          2         285.9620
26625          1         -45.3590
26625          3         304.0160
26625          2         285.9520
26631          1         -45.5730
26631          3         304.0190
26631          2         285.9620
26637          1         -45.3950
26637          3         304.0050
26637          2         285.9640
26643          1         -45.6080
26643          3         303.9950
26643          2         285.9590
26649          1         -45.2700
26649          3         304.0220
26649          2         285.9610
26655          1         -45.3240
26655          3         304.0070
26655          2         285.9480
26661          1         -45.3590
26661          3         304.0240
26661          2         285.9690
26667          1         -45.2350
26667          3         303.9980
26667          2         285.9440
26673          1         -45.1990
26673          3         303.9930
26673          2         285.9610
26679          1         -45.1460
26679          3         304.0380
26679          2         285.9620
26685          1         -45.3240
26685          3         304.0290
26685          2         285.9550
26691          1         -45.1100
26691          3         304.0150
26691          2         285.9620
26697          1         -45.3590
26697          3         304.0210
26697          2         285.9690
26703          1         -45.2700
26703          3         304.0110
26703          2         285.9590
26709          1         -45.3240
26709          3         303.9990
26709          2         285.9560
26715          1         -45.2700
26715          3         304.0210
26715          2         285.9610
26721          1         -46.1240
26721          3         303.9980
26721          2         285.9530
26727          1         -45.7510
26727          3         303.9840
26727          2         285.9590
26733          1         -45.4480
26733          3         303.9930
26733          2         285.9640
26739          1         -45.0210
26739          3         303.9870
26739          2         285.9620
26745          1         -45.4840
26745          3         304.0100
26745          2         285.9630
26751          1         -45.2350
26751          3         303.9910
26751          2         285.9510
26757          1         -45.6620
26757          3         303.9810
26757          2         285.9570
26763          1         -45.4840
26763          3         304.0060
26763          2         285.9590
26769          1         -45.5730
26769          3         304.0030
26769          2         285.9690
26775          1         -45.2350
26775          3         304.0180
26775          2         285.9610
26781          1         -45.2350
26781          3         303.9990
26781          2         285.9620
26787          1         -45.5370
26787          3         303.9590
26787          2         285.9620
26793          1         -45.3590
26793          3         303.9630
26793          2         285.9540
26799          1         -45.6080
26799          3         303.9870
26799          2         285.9580
26805          1         -45.4480
26805          3         303.9970
26805          2         285.9620
26811          1         -45.7860
26811          3         303.9940
26811          2         285.9620
26817          1         -45.1100
26817          3         303.9720
26817          2         285.9650
26823          1         -45.2350
26823          3         303.9910
26823          2         285.9640
26829          1         -45.4840
26829          3         303.9830
26829          2         285.9560
26835          1         -45.6080
26835          3         303.9430
26835          2         285.9570
26841          1         -45.2700
26841          3         303.9560
26841          2         285.9510
26847          1         -45.6620
26847          3         303.8980
26847          2         285.9730
26853          1         -45.1990
26853          3         303.9530
26853          2         285.9560
26859          1         -45.4480
26859          3         303.9440
26859          2         285.9560
26865          1         -45.3950
26865          3         303.9630
26865          2         285.9630
26871          1         -45.6080
26871          3         303.9590
26871          2         285.9510
26877          1         -45.2350
26877          3         303.9410
26877          2         285.9600
26883          1         -45.7860
26883          3         303.9970
26883          2         285.9640
26889          1         -45.6080
26889          3         303.9850
26889          2         285.9510
26895          1         -45.5730
26895          3         303.9730
26895          2         285.9780
26901          1         -46.0000
26901          3         303.9780
26901          2         285.9690
26907          1         -45.9110
26907          3         303.9810
26907          2         285.9560
26913          1         -45.3240
26913          3         303.9390
26913          2         285.9670
26919          1         -45.6970
26919          3         303.9740
26919          2         285.9530
26925          1         -46.1240
26925          3         303.9970
26925          2         285.9620
26931          1         -45.2350
26931          3         304.0160
26931          2         285.9600
26937          1         -46.0350
26937          3         304.0090
26937          2         285.9690
26943          1         -45.4480
26943          3         304.0000
26943          2         285.9590
26949          1         -45.9110
26949          3         304.0230
26949          2         285.9690
26955          1         -45.9110
26955          3         303.9800
26955          2         285.9700
26961          1         -46.1240
26961          3         304.0160
26961          2         285.9630
26967          1         -45.8220
26967          3         304.0060
26967          2         285.9580
26973          1         -45.8750
26973          3         303.9730
26973          2         285.9510
26979          1         -45.8220
26979          3         303.9920
26979          2         285.9540
26985          1         -45.1990
26985          3         303.9740
26985          2         285.9610
26991          1         -45.2350
26991          3         303.9630
26991          2         285.9630
26997          1         -46.0000
